avg_monthly_hrs,department,filed_complaint,salary,satisfaction,status,tenure
253,engineering,,medium,0.852952125868,Left,5.0
165,support,,low,0.161553642486,Employed,5.0
269,support,1.0,medium,0.248522034985,Employed,4.0
148,finance,,medium,0.467529517276,Left,3.0
156,sales,1.0,low,0.672060063083,Employed,2.0
274,sales,1.0,low,0.839058813805,Employed,2.0
196,support,1.0,low,0.705585358718,Employed,6.0
146,engineering,1.0,low,0.623106482497,Employed,4.0
274,sales,,low,0.666894021832,Left,4.0
139,marketing,,low,0.372463409943,Left,3.0
132,product,,high,0.6312002898,Employed,3.0
231,information_technology,1.0,medium,0.237030559811,Employed,4.0
254,sales,,low,0.50542191225,Left,4.0
189,administration,,low,0.831444386447,Employed,4.0
104,support,,low,0.780337175913,Employed,4.0
254,marketing,,low,0.829745630485,Left,5.0
253,sales,,medium,0.729650605495,Employed,6.0
170,sales,,low,0.48690010474,Employed,8.0
195,sales,,medium,0.87212292845,Employed,3.0
255,management,,medium,0.79270387677,Employed,4.0
194,engineering,,medium,0.547342771376,Employed,2.0
260,information_technology,,low,0.78934688115,Left,5.0
212,finance,1.0,low,0.371534723609,Employed,2.0
219,marketing,,medium,0.933851070889,Employed,2.0
187,management,,high,0.681413302736,Employed,3.0
281,sales,,medium,0.190744825973,Employed,7.0
163,information_technology,,low,0.947393875335,Employed,5.0
155,engineering,,medium,0.946144709958,Employed,3.0
208,management,,high,0.894854282967,Employed,7.0
280,sales,,low,0.15219272264,Left,4.0
137,sales,,low,1.0,Employed,3.0
242,information_technology,,medium,0.635757610027,Employed,2.0
229,sales,,low,0.893746528107,Employed,4.0
269,sales,,low,0.0413017122352,Left,4.0
153,support,,low,0.546394857992,Left,4.0
233,support,,low,0.581044902784,Employed,4.0
275,support,,low,0.21891461663,Employed,5.0
179,support,,low,0.716163504506,Employed,4.0
195,engineering,,low,0.783391446738,Employed,4.0
206,marketing,,low,0.784731507431,Employed,2.0
239,product,,low,0.829871872261,Left,5.0
208,information_technology,1.0,low,0.834378675314,Employed,3.0
150,engineering,,medium,0.29292957209,Employed,2.0
219,engineering,,low,0.873812695338,Employed,3.0
172,sales,,low,0.326353372,Left,2.0
201,finance,,medium,0.750231784237,Employed,4.0
222,sales,,medium,0.889826977229,Employed,3.0
228,sales,,low,0.248174994435,Employed,3.0
146,marketing,,low,0.42032739552,Left,3.0
219,support,,low,0.294741730228,Left,5.0
257,engineering,,medium,0.995278006605,Employed,4.0
124,sales,,medium,0.638738856094,Employed,3.0
129,support,,medium,0.437359473406,Left,3.0
259,product,,high,0.463828673864,Employed,2.0
142,support,,low,0.682987766008,Employed,3.0
239,sales,,low,0.882138138342,Left,5.0
152,support,,low,0.524761712733,Left,3.0
248,sales,,medium,0.718742747149,Employed,4.0
111,sales,,high,0.834831795068,Employed,2.0
180,sales,,high,0.946873068611,Employed,5.0
221,support,,medium,0.794340393572,Left,6.0
237,support,,low,0.530736920966,Employed,2.0
213,sales,,low,0.776922012617,Employed,3.0
160,sales,,low,0.497401977891,Left,3.0
255,sales,,medium,0.911823500862,Employed,2.0
288,support,,medium,0.0684883801632,Left,4.0
258,management,,high,0.703745934075,Employed,3.0
199,sales,,low,0.73722932302,Employed,2.0
256,support,,medium,0.633255105806,Employed,6.0
305,finance,,medium,0.102882469753,Left,4.0
185,support,,low,0.567765322294,Employed,2.0
185,information_technology,,medium,0.573997861748,Employed,2.0
211,information_technology,,low,0.579431608043,Employed,3.0
283,engineering,1.0,low,0.127897465092,Left,4.0
138,engineering,,low,0.62338956765,Employed,3.0
143,support,,medium,0.829761341379,Employed,3.0
134,sales,,medium,0.451961289545,Employed,3.0
234,marketing,,medium,0.729327343821,Employed,2.0
258,engineering,,medium,0.964425981986,Left,5.0
166,sales,,medium,0.921557036258,Employed,3.0
260,information_technology,,medium,0.0448441086422,Left,4.0
176,sales,,low,0.319175890928,Employed,2.0
153,product,,low,0.408640713797,Left,3.0
154,marketing,,low,0.341206158147,Left,3.0
291,engineering,,low,0.15214375132,Left,4.0
273,marketing,1.0,medium,0.743338094254,Employed,4.0
140,engineering,,high,0.557744023951,Employed,3.0
240,information_technology,,medium,0.938703313591,Left,5.0
236,sales,,low,0.794786308325,Employed,4.0
242,management,,medium,0.661007788259,Employed,2.0
171,administration,,medium,0.91059838192,Employed,4.0
150,support,,high,0.480753070183,Employed,2.0
152,product,,low,0.340777989177,Left,3.0
182,engineering,,low,0.855362185381,Left,4.0
133,engineering,,medium,0.747699651697,Employed,3.0
230,sales,1.0,medium,0.587527383433,Employed,3.0
251,sales,,low,0.529079006159,Employed,2.0
225,sales,,medium,0.691658302376,Employed,7.0
164,engineering,,low,0.679091975677,Employed,3.0
211,sales,,medium,0.80729330702,Employed,3.0
162,sales,,medium,0.809674388378,Employed,3.0
132,engineering,,medium,0.567430425777,Employed,4.0
149,sales,,low,0.400385078683,Left,3.0
251,engineering,,low,0.837665155159,Employed,4.0
158,information_technology,,low,0.391486853786,Left,3.0
229,support,,medium,0.513289579828,Employed,3.0
272,engineering,,low,0.0567964616846,Left,4.0
195,engineering,1.0,medium,0.469174880431,Employed,3.0
305,engineering,,low,0.149254770899,Left,4.0
232,sales,,medium,0.797199338504,Employed,3.0
241,engineering,,high,0.87473351902,Employed,3.0
183,management,,medium,0.322313897127,Employed,2.0
135,information_technology,,medium,0.802298836343,Employed,3.0
193,administration,,medium,1.0,Employed,3.0
120,finance,1.0,medium,0.560616469531,Employed,6.0
145,support,,low,0.394719458297,Left,3.0
126,sales,,medium,0.628427004738,Employed,5.0
243,support,,medium,0.763318737312,Left,5.0
252,information_technology,,low,0.549252851179,Employed,4.0
171,support,,medium,0.584325275099,Employed,3.0
223,sales,,high,0.679167196788,Employed,7.0
201,support,1.0,low,0.848322779997,Employed,2.0
261,information_technology,,medium,0.865271959793,Employed,2.0
298,information_technology,,low,0.141536431451,Left,4.0
161,management,,medium,0.673397027743,Employed,7.0
134,procurement,,medium,0.720455911032,Employed,3.0
103,product,,low,0.727818115909,Employed,5.0
227,engineering,,low,0.537563301906,Employed,2.0
127,sales,,low,0.429998207341,Left,3.0
204,engineering,,high,0.576594974244,Employed,3.0
145,finance,,medium,0.708500810514,Employed,3.0
243,engineering,,medium,0.591558862936,Employed,2.0
186,information_technology,,medium,0.728936841503,Employed,3.0
185,sales,1.0,high,1.0,Employed,4.0
267,management,,high,0.46417577219,Employed,2.0
225,finance,,high,0.842398847393,Employed,2.0
170,information_technology,,low,0.704781641679,Employed,6.0
115,sales,,high,0.454341666269,Employed,3.0
154,information_technology,,low,0.438450195343,Left,3.0
173,engineering,1.0,low,0.824315564301,Employed,2.0
226,support,,medium,0.193505896331,Employed,3.0
229,sales,,low,0.522014217515,Employed,3.0
134,information_technology,,low,0.55317058592,Employed,2.0
240,support,,low,0.849292964739,Left,5.0
191,engineering,,low,0.925228859478,Employed,2.0
271,sales,,low,0.846959030932,Left,5.0
269,finance,,medium,0.141091663898,Left,4.0
139,engineering,,low,0.508276429481,Left,3.0
271,finance,,medium,0.779446773443,Employed,2.0
145,support,1.0,medium,0.870789581504,Employed,3.0
304,engineering,,medium,0.0559878635989,Left,5.0
135,support,,low,0.743488396561,Employed,2.0
246,information_technology,,high,0.493856859386,Employed,3.0
267,sales,,medium,0.551003282376,Employed,4.0
177,engineering,,medium,0.812509060991,Employed,2.0
254,support,,high,0.876948221628,Employed,2.0
155,sales,,low,0.175041589359,Employed,3.0
147,marketing,,low,0.38642145063,Left,3.0
244,information_technology,,medium,0.663379466863,Employed,2.0
250,sales,1.0,medium,0.759685040151,Employed,3.0
180,engineering,,high,0.640398816094,Employed,2.0
251,engineering,,low,0.925448859905,Left,6.0
271,sales,,low,0.828495420491,Employed,3.0
198,engineering,,medium,0.282134077183,Employed,4.0
135,marketing,1.0,low,0.734445991267,Employed,4.0
203,engineering,,low,0.938134350653,Employed,3.0
287,information_technology,,low,0.534208188802,Employed,5.0
238,engineering,,medium,0.820344466123,Employed,2.0
160,support,,medium,0.78066811989,Employed,3.0
192,sales,,low,0.812356586054,Employed,2.0
258,product,,medium,0.692047182338,Employed,3.0
240,information_technology,,medium,0.751948371783,Employed,4.0
221,sales,,medium,0.928914976663,Left,6.0
138,sales,1.0,low,0.644223235839,Employed,2.0
188,sales,,low,0.9054105853,Employed,2.0
289,support,,medium,0.177665057968,Left,5.0
197,sales,,medium,0.941884497172,Employed,3.0
231,sales,,low,0.194289584474,Employed,5.0
153,sales,1.0,low,0.44417000952,Left,3.0
128,sales,,medium,0.498347641445,Left,3.0
149,administration,,low,0.451831954865,Left,3.0
185,sales,,low,0.568078977354,Employed,2.0
229,engineering,,medium,0.731081717935,Employed,3.0
128,engineering,,low,0.414887724174,Left,3.0
241,sales,,high,0.595920716127,Employed,3.0
247,engineering,,low,0.813121979448,Left,6.0
269,support,,medium,0.788812376335,Employed,2.0
229,sales,,low,0.110744049392,Employed,4.0
188,engineering,,high,0.521734232,Employed,3.0
212,sales,,low,0.808803770087,Employed,2.0
252,support,,medium,0.783714977727,Employed,3.0
222,sales,,low,0.947266481076,Employed,2.0
270,sales,,low,0.881872307563,Left,5.0
183,marketing,,low,0.644169889117,Employed,3.0
163,marketing,,medium,0.62182321333,Employed,4.0
207,sales,,low,0.207366945375,Employed,5.0
234,sales,1.0,high,0.697381604958,Employed,3.0
121,sales,,low,0.351328514436,Employed,2.0
131,engineering,1.0,low,0.270826972637,Employed,5.0
160,sales,,low,0.407259340993,Left,3.0
207,engineering,,low,0.620397287624,Employed,10.0
224,engineering,,medium,0.833914798047,Left,5.0
132,procurement,,low,0.445788774149,Left,3.0
139,sales,,medium,0.60631512938,Employed,2.0
192,engineering,1.0,low,0.833812003691,Employed,3.0
167,information_technology,1.0,medium,0.956516833201,Employed,3.0
265,finance,,low,0.548908318859,Employed,3.0
259,product,,low,0.780662176573,Left,6.0
194,engineering,,low,0.759352064236,Employed,4.0
207,marketing,,medium,0.693813142043,Employed,3.0
262,engineering,1.0,low,0.0672992551918,Left,5.0
181,product,1.0,medium,0.511395224583,Employed,3.0
134,support,,medium,0.612973586985,Employed,3.0
129,information_technology,,low,0.347964564827,Left,3.0
220,engineering,,low,0.738592455354,Left,5.0
156,support,1.0,low,0.687738862372,Employed,6.0
211,support,,medium,0.765325192404,Employed,3.0
136,sales,,low,0.954677252796,Employed,4.0
132,engineering,,medium,0.374531038617,Left,3.0
268,finance,1.0,medium,0.410271278048,Employed,4.0
156,sales,,medium,0.962208333757,Employed,3.0
272,sales,,low,0.839977628983,Left,5.0
265,administration,,low,0.509272071206,Employed,3.0
154,finance,,medium,0.435522751335,Left,3.0
230,management,,high,0.669176180824,Employed,10.0
186,support,1.0,medium,0.296412232556,Employed,4.0
129,support,,medium,0.441719407143,Left,3.0
155,sales,,low,0.445411196705,Left,3.0
129,support,,low,0.440123424369,Employed,5.0
147,management,1.0,low,0.489455675292,Left,3.0
159,sales,,low,0.433555867794,Left,3.0
161,information_technology,,medium,0.559236788256,Employed,2.0
163,engineering,,low,0.655196422234,Employed,6.0
137,information_technology,,medium,0.442070474341,Left,3.0
204,marketing,,medium,0.564413213518,Employed,2.0
257,marketing,,low,0.854874525063,Employed,2.0
178,sales,,low,0.327027198377,Employed,3.0
239,support,,low,0.913425234977,Employed,3.0
186,management,,medium,0.526487652834,Employed,7.0
267,support,,low,0.789816233243,Left,5.0
148,administration,,medium,0.814206237503,Employed,3.0
264,finance,,high,0.560092557738,Employed,8.0
139,support,,high,0.19854463628,Left,4.0
151,engineering,,low,0.358688143909,Left,4.0
198,engineering,,medium,0.327954965918,Employed,4.0
263,support,1.0,medium,0.932798296428,Employed,3.0
272,sales,,low,0.299793504704,Employed,2.0
265,information_technology,,medium,0.556060518858,Employed,3.0
220,sales,,low,0.704924400191,Employed,3.0
250,marketing,,medium,0.815233737977,Employed,2.0
140,support,,low,0.390742693491,Left,3.0
209,support,1.0,low,0.958934977665,Employed,2.0
217,support,,medium,0.745302345222,Left,6.0
186,sales,,medium,0.712036819159,Employed,2.0
263,marketing,,medium,0.345651998642,Employed,3.0
172,sales,,low,0.29415106539,Left,2.0
233,support,,low,0.629526156365,Employed,3.0
204,finance,,medium,0.608494054036,Employed,10.0
203,finance,,high,0.889926517613,Employed,3.0
198,management,,medium,0.540863181549,Employed,2.0
266,sales,,high,0.731532980992,Employed,3.0
252,engineering,1.0,medium,0.728960284097,Employed,2.0
141,sales,1.0,low,0.423381242195,Left,3.0
161,information_technology,,medium,0.25266019493,Employed,5.0
118,support,,low,0.880059476552,Employed,3.0
264,engineering,,medium,0.834178485287,Employed,3.0
130,engineering,,low,0.388936249382,Left,3.0
241,engineering,1.0,low,0.550338350713,Employed,3.0
185,finance,,medium,0.71035392892,Employed,4.0
231,marketing,,medium,0.993827688372,Employed,2.0
245,engineering,,low,0.481629751277,Employed,2.0
218,support,,medium,0.784948748667,Employed,2.0
277,information_technology,,medium,0.75536982548,Left,3.0
182,sales,,low,1.0,Employed,4.0
158,sales,,low,0.39398947942,Left,3.0
269,engineering,,medium,0.568072659317,Employed,2.0
212,support,,low,0.909445527445,Employed,3.0
166,finance,,medium,0.991939160958,Employed,2.0
252,sales,,low,0.895507009426,Employed,2.0
175,engineering,,low,0.685264500606,Employed,4.0
224,sales,,low,0.801603521466,Employed,3.0
141,engineering,,medium,0.652288625101,Employed,3.0
150,finance,,medium,0.704017820423,Employed,2.0
226,sales,,medium,0.692763621027,Employed,4.0
156,sales,,high,0.888119451901,Employed,4.0
157,engineering,,medium,0.985182807005,Employed,3.0
280,information_technology,,low,0.21976993871,Employed,4.0
240,sales,,medium,0.707250234995,Employed,2.0
225,sales,,high,0.881812728433,Employed,4.0
242,sales,,medium,0.825347734956,Employed,3.0
151,administration,1.0,low,0.81071342626,Employed,3.0
212,sales,,low,0.966334870944,Employed,3.0
231,sales,,low,0.255404870986,Employed,4.0
252,engineering,,medium,0.726406091806,Employed,3.0
234,support,,medium,0.927016975031,Employed,2.0
220,management,1.0,high,0.585283570661,Employed,3.0
285,support,,medium,0.821812806631,Employed,2.0
265,sales,,low,0.880217631242,Left,6.0
210,engineering,,medium,0.541301166152,Employed,5.0
265,engineering,,medium,0.633758892793,Employed,4.0
179,support,,low,0.358591772074,Employed,5.0
253,sales,,medium,0.841573521744,Employed,2.0
260,sales,1.0,low,0.680816423649,Employed,2.0
128,management,,low,0.358375989388,Left,3.0
135,finance,,medium,0.562978305234,Employed,3.0
228,support,1.0,low,0.908655138227,Left,5.0
153,sales,1.0,low,0.639945044038,Employed,3.0
244,sales,,low,0.730152266539,Left,6.0
157,sales,,low,0.328296701973,Left,3.0
243,sales,,medium,0.872868993416,Employed,6.0
261,information_technology,,medium,0.641698315299,Employed,2.0
183,sales,,low,0.491071350655,Employed,3.0
152,product,,medium,0.500259331814,Left,3.0
291,product,,low,0.0668486166213,Left,4.0
139,information_technology,,medium,1.0,Employed,2.0
139,information_technology,1.0,low,0.728042269217,Employed,3.0
141,sales,,low,0.85473409755,Employed,3.0
193,sales,,medium,0.573769865099,Employed,6.0
225,engineering,,low,0.607497865782,Employed,4.0
241,finance,,medium,0.673054984939,Employed,4.0
238,management,1.0,low,0.865159534196,Employed,3.0
158,engineering,,low,0.773133821022,Employed,2.0
204,finance,1.0,low,0.258896490893,Left,4.0
155,support,,medium,0.600471560471,Employed,3.0
106,finance,,low,0.568422231541,Employed,2.0
240,support,,medium,0.528644856261,Employed,3.0
189,marketing,,medium,0.218737624415,Employed,4.0
129,information_technology,,medium,0.356475624277,Left,3.0
141,sales,,low,0.930115130049,Employed,3.0
188,support,1.0,medium,0.964416801364,Employed,3.0
150,product,,low,0.723210966881,Employed,2.0
146,support,,low,0.761153325259,Employed,3.0
261,sales,,high,0.762597293901,Employed,3.0
255,engineering,,low,0.693183067164,Left,3.0
182,engineering,,medium,0.753154881614,Employed,2.0
193,engineering,,low,0.237438065635,Employed,2.0
215,sales,,medium,0.835060684466,Employed,5.0
261,sales,,low,0.802307348419,Left,5.0
265,product,,medium,0.896606449497,Employed,3.0
262,sales,,medium,0.83146286341,Left,6.0
220,sales,1.0,medium,0.647585757651,Employed,3.0
174,sales,1.0,medium,0.543303928228,Employed,3.0
155,sales,,low,0.983792301244,Employed,3.0
211,product,,low,0.883764843301,Employed,2.0
278,information_technology,,medium,0.16477188152,Left,4.0
210,support,,low,0.999704168866,Employed,2.0
131,product,,medium,0.352268930914,Left,3.0
222,product,,low,0.894390055404,Left,6.0
128,sales,,low,0.404639982416,Left,3.0
139,support,,medium,1.0,Employed,3.0
309,support,,low,0.0536461667599,Left,4.0
201,sales,1.0,medium,0.921800048311,Employed,2.0
253,sales,,low,0.658839774438,Left,3.0
260,product,,medium,0.906327973324,Employed,3.0
143,support,,low,0.992910230543,Employed,3.0
140,support,,high,0.476181754796,Employed,3.0
160,finance,,low,0.418741311669,Left,3.0
157,finance,,low,0.64809009821,Employed,2.0
145,management,,low,0.208233672194,Employed,3.0
255,information_technology,,medium,0.58913949002,Employed,2.0
153,finance,,low,0.356232031039,Left,3.0
309,engineering,,low,0.123986731512,Left,4.0
145,information_technology,,low,0.336690256687,Left,3.0
150,finance,,high,0.876746677668,Employed,3.0
280,product,,medium,0.061677663082,Left,4.0
255,product,1.0,medium,0.212539201582,Employed,3.0
248,sales,,low,0.980276925295,Employed,2.0
254,support,,low,0.673960675261,Employed,2.0
209,product,,high,0.930120036671,Employed,2.0
120,engineering,,low,0.466077704472,Employed,6.0
196,administration,,low,0.809831137064,Employed,3.0
290,support,,low,0.0666138708532,Left,4.0
267,support,,high,0.132549025865,Employed,6.0
161,engineering,,high,0.629335251647,Left,5.0
156,engineering,,low,0.494285222362,Left,3.0
174,sales,,medium,0.864916552939,Employed,3.0
259,support,,medium,0.665207240174,Employed,3.0
124,sales,,low,0.267521888703,Employed,3.0
160,support,,medium,0.41645411992,Left,3.0
284,sales,,medium,0.112887316419,Left,4.0
151,support,1.0,low,0.16377484022,Employed,3.0
192,support,,medium,0.7365560306,Employed,3.0
210,engineering,1.0,low,1.0,Employed,6.0
148,support,,low,0.409326191112,Left,3.0
158,procurement,,medium,0.792824801313,Employed,3.0
114,management,1.0,low,0.799262009826,Employed,6.0
202,engineering,,medium,0.594358449272,Employed,3.0
245,sales,,low,0.868776851473,Employed,2.0
264,support,,low,0.699239896039,Employed,3.0
204,support,,low,0.74660794754,Employed,2.0
215,sales,,low,0.658415207598,Employed,3.0
190,administration,,low,0.887185784972,Employed,3.0
252,sales,,low,0.709158354624,Employed,2.0
127,management,,medium,0.438003705933,Left,3.0
255,support,,low,0.15051907103,Left,4.0
144,engineering,,low,0.537567340528,Employed,4.0
249,engineering,,high,0.537554954805,Employed,3.0
256,support,,low,0.152973707126,Left,4.0
170,engineering,,low,0.932131636928,Employed,3.0
264,engineering,1.0,medium,0.780297629584,Employed,3.0
287,engineering,,low,0.0898496763533,Left,4.0
224,engineering,,medium,0.893799094828,Employed,3.0
158,engineering,,medium,0.955494966861,Employed,4.0
184,product,1.0,medium,0.961012665028,Employed,2.0
254,sales,1.0,medium,0.167459220821,Left,4.0
129,management,,low,0.488907136351,Left,3.0
225,engineering,,low,0.714603025913,Employed,4.0
226,finance,1.0,low,0.256620116458,Employed,4.0
190,sales,,medium,0.663720709751,Employed,2.0
143,support,,low,0.955916227127,Employed,3.0
270,engineering,1.0,high,1.0,Employed,4.0
198,procurement,,medium,0.434208786951,Employed,5.0
261,sales,,medium,0.970078583329,Employed,4.0
221,engineering,,low,1.0,Employed,3.0
125,procurement,,low,0.837237032127,Employed,4.0
237,engineering,1.0,low,0.439205829524,Employed,3.0
197,product,,medium,0.557427094861,Employed,3.0
247,finance,,high,0.673477243451,Employed,4.0
273,support,,low,0.5207281672,Left,6.0
136,sales,,medium,0.454701804994,Left,3.0
148,support,,low,0.431430661271,Left,3.0
158,information_technology,,low,0.549955843528,Employed,2.0
253,product,1.0,low,0.128262149307,Employed,5.0
250,engineering,,low,0.913673802582,Employed,3.0
285,sales,,low,1.0,Employed,6.0
223,sales,,low,1.0,Employed,2.0
167,engineering,,low,0.629819181995,Employed,2.0
190,support,,low,0.478013054727,Employed,4.0
251,information_technology,,low,0.578012505523,Employed,2.0
151,support,1.0,low,0.243119184094,Employed,3.0
230,administration,,medium,0.80353739796,Employed,3.0
186,sales,,medium,0.604182177314,Employed,3.0
267,support,,low,0.786843149494,Left,6.0
258,sales,,medium,1.0,Employed,7.0
267,information_technology,,medium,0.507437081005,Employed,3.0
255,sales,,low,0.787524327705,Left,6.0
234,support,,low,0.73117820075,Employed,3.0
264,finance,,high,0.692998085837,Employed,3.0
136,management,,low,0.419350329123,Left,3.0
132,support,,medium,0.382358164986,Employed,2.0
286,sales,,low,0.109763160097,Left,4.0
155,engineering,,medium,0.436849484285,Left,3.0
158,marketing,,medium,0.940574079967,Employed,7.0
139,management,,high,0.578241983318,Employed,4.0
163,sales,,medium,0.589900050852,Employed,3.0
162,marketing,,high,0.725700733026,Employed,3.0
212,information_technology,,medium,0.895936812341,Employed,4.0
193,engineering,,medium,0.271588446879,Employed,4.0
129,marketing,,high,0.479842419035,Left,3.0
256,product,,high,0.434329668619,Employed,4.0
247,sales,,low,0.846305960194,Employed,3.0
211,sales,,medium,0.65750055492,Employed,3.0
