avg_monthly_hrs,department,filed_complaint,salary,satisfaction,status,tenure
198,engineering,0.0,medium,0.526960725245,0,2.0
159,marketing,0.0,low,0.43881926966,0,3.0
275,product,0.0,low,0.894658512778,1,3.0
141,support,0.0,medium,0.810725321567,1,3.0
173,finance,0.0,low,0.862683386414,1,3.0
203,sales,0.0,medium,0.703755788738,1,2.0
203,engineering,0.0,low,0.274144973785,1,5.0
230,sales,0.0,medium,0.129582617236,1,4.0
168,sales,0.0,low,0.475901903919,1,2.0
183,information_technology,0.0,low,0.786998508273,1,3.0
246,support,0.0,medium,0.461553348758,1,3.0
209,engineering,0.0,low,0.831582239545,1,3.0
143,support,0.0,low,0.477948490242,0,3.0
140,sales,0.0,medium,0.503040551037,1,2.0
212,support,0.0,low,0.725231676188,1,4.0
156,marketing,0.0,low,0.63550328871,1,5.0
186,information_technology,0.0,medium,0.72966753059,1,2.0
162,sales,0.0,low,0.800482237797,1,3.0
158,support,0.0,low,0.352520082651,0,3.0
156,sales,0.0,low,0.549054592827,1,2.0
283,information_technology,0.0,low,0.55000365191,1,3.0
214,information_technology,1.0,low,0.96940778655,1,2.0
181,product,1.0,medium,0.547941153654,1,3.0
140,support,0.0,low,0.526745455356,1,3.0
184,engineering,0.0,low,0.914882604937,1,3.0
168,sales,1.0,low,0.394051564841,1,3.0
146,engineering,0.0,medium,0.471104658609,0,3.0
251,engineering,0.0,medium,0.69605347067,1,2.0
219,support,0.0,low,0.734579415209,0,5.0
170,product,0.0,low,0.352082285557,1,3.0
187,marketing,0.0,medium,0.1891154715,1,5.0
207,product,0.0,medium,0.576405944943,1,3.0
165,support,0.0,low,0.769536380891,1,3.0
139,engineering,0.0,low,0.771816992189,1,3.0
165,support,0.0,low,0.59824818897,1,4.0
167,engineering,0.0,low,0.487113849919,1,2.0
163,sales,0.0,medium,0.792414076414,1,3.0
271,information_technology,0.0,low,0.172048602687,0,4.0
310,sales,0.0,medium,0.14712496977,0,4.0
257,support,0.0,low,0.762030408475,1,3.0
278,sales,0.0,low,0.0979844302499,0,4.0
186,information_technology,0.0,medium,0.736063189186,1,3.0
248,management,0.0,high,0.62362639988,1,3.0
231,management,1.0,high,0.74538874343,1,2.0
266,sales,0.0,low,0.694190317681,1,5.0
135,engineering,0.0,low,0.391651859939,0,3.0
248,support,0.0,medium,0.700604105528,0,5.0
161,information_technology,0.0,low,0.785723886722,1,3.0
212,product,0.0,medium,0.531863130276,1,2.0
160,sales,0.0,low,0.761765030332,1,2.0
268,engineering,0.0,low,0.851411583712,1,3.0
116,sales,1.0,low,0.309868647222,1,3.0
146,information_technology,0.0,low,0.411233749144,0,3.0
215,information_technology,0.0,medium,0.606946725712,1,3.0
194,sales,0.0,high,0.969190797803,1,2.0
200,product,0.0,medium,0.565407293567,1,4.0
213,sales,0.0,high,0.543262177395,1,3.0
163,information_technology,0.0,low,0.93331321955,1,2.0
148,sales,0.0,low,0.443427763613,0,3.0
245,product,0.0,medium,0.454911641867,1,5.0
250,support,0.0,low,0.5534421048,0,2.0
250,sales,1.0,low,0.832955695628,1,2.0
173,engineering,0.0,medium,0.452392397848,1,2.0
248,sales,1.0,low,0.741786835002,1,3.0
158,management,0.0,medium,0.956238933842,1,3.0
196,support,0.0,low,0.468987245804,1,2.0
159,engineering,0.0,high,0.961235399317,1,3.0
262,sales,0.0,medium,0.972423058356,1,3.0
175,sales,0.0,medium,0.2846772958,1,3.0
278,sales,0.0,low,0.114724686913,0,4.0
248,sales,0.0,low,0.933486376879,0,5.0
275,product,0.0,low,0.63172969046,1,2.0
253,engineering,0.0,medium,0.852952125868,0,5.0
165,support,0.0,low,0.161553642486,1,5.0
269,support,1.0,medium,0.248522034985,1,4.0
148,finance,0.0,medium,0.467529517276,0,3.0
156,sales,1.0,low,0.672060063083,1,2.0
274,sales,1.0,low,0.839058813805,1,2.0
146,engineering,1.0,low,0.623106482497,1,4.0
274,sales,0.0,low,0.666894021832,0,4.0
139,marketing,0.0,low,0.372463409943,0,3.0
132,product,0.0,high,0.6312002898,1,3.0
231,information_technology,1.0,medium,0.237030559811,1,4.0
254,sales,0.0,low,0.50542191225,0,4.0
189,administration,0.0,low,0.831444386447,1,4.0
104,support,0.0,low,0.780337175913,1,4.0
254,marketing,0.0,low,0.829745630485,0,5.0
195,sales,0.0,medium,0.87212292845,1,3.0
255,management,0.0,medium,0.79270387677,1,4.0
194,engineering,0.0,medium,0.547342771376,1,2.0
260,information_technology,0.0,low,0.78934688115,0,5.0
212,finance,1.0,low,0.371534723609,1,2.0
219,marketing,0.0,medium,0.933851070889,1,2.0
187,management,0.0,high,0.681413302736,1,3.0
163,information_technology,0.0,low,0.947393875335,1,5.0
155,engineering,0.0,medium,0.946144709958,1,3.0
280,sales,0.0,low,0.15219272264,0,4.0
137,sales,0.0,low,1.0,1,3.0
242,information_technology,0.0,medium,0.635757610027,1,2.0
229,sales,0.0,low,0.893746528107,1,4.0
269,sales,0.0,low,0.0413017122352,0,4.0
153,support,0.0,low,0.546394857992,0,4.0
233,support,0.0,low,0.581044902784,1,4.0
275,support,0.0,low,0.21891461663,1,5.0
179,support,0.0,low,0.716163504506,1,4.0
195,engineering,0.0,low,0.783391446738,1,4.0
206,marketing,0.0,low,0.784731507431,1,2.0
239,product,0.0,low,0.829871872261,0,5.0
208,information_technology,1.0,low,0.834378675314,1,3.0
150,engineering,0.0,medium,0.29292957209,1,2.0
219,engineering,0.0,low,0.873812695338,1,3.0
172,sales,0.0,low,0.326353372,0,2.0
201,finance,0.0,medium,0.750231784237,1,4.0
222,sales,0.0,medium,0.889826977229,1,3.0
228,sales,0.0,low,0.248174994435,1,3.0
146,marketing,0.0,low,0.42032739552,0,3.0
219,support,0.0,low,0.294741730228,0,5.0
257,engineering,0.0,medium,0.995278006605,1,4.0
124,sales,0.0,medium,0.638738856094,1,3.0
129,support,0.0,medium,0.437359473406,0,3.0
259,product,0.0,high,0.463828673864,1,2.0
142,support,0.0,low,0.682987766008,1,3.0
239,sales,0.0,low,0.882138138342,0,5.0
152,support,0.0,low,0.524761712733,0,3.0
248,sales,0.0,medium,0.718742747149,1,4.0
111,sales,0.0,high,0.834831795068,1,2.0
180,sales,0.0,high,0.946873068611,1,5.0
237,support,0.0,low,0.530736920966,1,2.0
213,sales,0.0,low,0.776922012617,1,3.0
160,sales,0.0,low,0.497401977891,0,3.0
255,sales,0.0,medium,0.911823500862,1,2.0
288,support,0.0,medium,0.0684883801632,0,4.0
258,management,0.0,high,0.703745934075,1,3.0
199,sales,0.0,low,0.73722932302,1,2.0
305,finance,0.0,medium,0.102882469753,0,4.0
185,support,0.0,low,0.567765322294,1,2.0
185,information_technology,0.0,medium,0.573997861748,1,2.0
211,information_technology,0.0,low,0.579431608043,1,3.0
283,engineering,1.0,low,0.127897465092,0,4.0
138,engineering,0.0,low,0.62338956765,1,3.0
143,support,0.0,medium,0.829761341379,1,3.0
134,sales,0.0,medium,0.451961289545,1,3.0
234,marketing,0.0,medium,0.729327343821,1,2.0
258,engineering,0.0,medium,0.964425981986,0,5.0
166,sales,0.0,medium,0.921557036258,1,3.0
260,information_technology,0.0,medium,0.0448441086422,0,4.0
176,sales,0.0,low,0.319175890928,1,2.0
153,product,0.0,low,0.408640713797,0,3.0
154,marketing,0.0,low,0.341206158147,0,3.0
291,engineering,0.0,low,0.15214375132,0,4.0
273,marketing,1.0,medium,0.743338094254,1,4.0
140,engineering,0.0,high,0.557744023951,1,3.0
240,information_technology,0.0,medium,0.938703313591,0,5.0
236,sales,0.0,low,0.794786308325,1,4.0
242,management,0.0,medium,0.661007788259,1,2.0
171,administration,0.0,medium,0.91059838192,1,4.0
150,support,0.0,high,0.480753070183,1,2.0
152,product,0.0,low,0.340777989177,0,3.0
182,engineering,0.0,low,0.855362185381,0,4.0
133,engineering,0.0,medium,0.747699651697,1,3.0
230,sales,1.0,medium,0.587527383433,1,3.0
251,sales,0.0,low,0.529079006159,1,2.0
164,engineering,0.0,low,0.679091975677,1,3.0
211,sales,0.0,medium,0.80729330702,1,3.0
162,sales,0.0,medium,0.809674388378,1,3.0
132,engineering,0.0,medium,0.567430425777,1,4.0
149,sales,0.0,low,0.400385078683,0,3.0
251,engineering,0.0,low,0.837665155159,1,4.0
158,information_technology,0.0,low,0.391486853786,0,3.0
229,support,0.0,medium,0.513289579828,1,3.0
272,engineering,0.0,low,0.0567964616846,0,4.0
195,engineering,1.0,medium,0.469174880431,1,3.0
305,engineering,0.0,low,0.149254770899,0,4.0
232,sales,0.0,medium,0.797199338504,1,3.0
241,engineering,0.0,high,0.87473351902,1,3.0
183,management,0.0,medium,0.322313897127,1,2.0
135,information_technology,0.0,medium,0.802298836343,1,3.0
193,administration,0.0,medium,1.0,1,3.0
145,support,0.0,low,0.394719458297,0,3.0
126,sales,0.0,medium,0.628427004738,1,5.0
243,support,0.0,medium,0.763318737312,0,5.0
252,information_technology,0.0,low,0.549252851179,1,4.0
171,support,0.0,medium,0.584325275099,1,3.0
201,support,1.0,low,0.848322779997,1,2.0
261,information_technology,0.0,medium,0.865271959793,1,2.0
298,information_technology,0.0,low,0.141536431451,0,4.0
134,procurement,0.0,medium,0.720455911032,1,3.0
103,product,0.0,low,0.727818115909,1,5.0
227,engineering,0.0,low,0.537563301906,1,2.0
127,sales,0.0,low,0.429998207341,0,3.0
204,engineering,0.0,high,0.576594974244,1,3.0
145,finance,0.0,medium,0.708500810514,1,3.0
243,engineering,0.0,medium,0.591558862936,1,2.0
186,information_technology,0.0,medium,0.728936841503,1,3.0
185,sales,1.0,high,1.0,1,4.0
267,management,0.0,high,0.46417577219,1,2.0
225,finance,0.0,high,0.842398847393,1,2.0
115,sales,0.0,high,0.454341666269,1,3.0
154,information_technology,0.0,low,0.438450195343,0,3.0
173,engineering,1.0,low,0.824315564301,1,2.0
226,support,0.0,medium,0.193505896331,1,3.0
229,sales,0.0,low,0.522014217515,1,3.0
134,information_technology,0.0,low,0.55317058592,1,2.0
240,support,0.0,low,0.849292964739,0,5.0
191,engineering,0.0,low,0.925228859478,1,2.0
271,sales,0.0,low,0.846959030932,0,5.0
269,finance,0.0,medium,0.141091663898,0,4.0
139,engineering,0.0,low,0.508276429481,0,3.0
271,finance,0.0,medium,0.779446773443,1,2.0
145,support,1.0,medium,0.870789581504,1,3.0
304,engineering,0.0,medium,0.0559878635989,0,5.0
135,support,0.0,low,0.743488396561,1,2.0
246,information_technology,0.0,high,0.493856859386,1,3.0
267,sales,0.0,medium,0.551003282376,1,4.0
177,engineering,0.0,medium,0.812509060991,1,2.0
254,support,0.0,high,0.876948221628,1,2.0
155,sales,0.0,low,0.175041589359,1,3.0
147,marketing,0.0,low,0.38642145063,0,3.0
244,information_technology,0.0,medium,0.663379466863,1,2.0
250,sales,1.0,medium,0.759685040151,1,3.0
180,engineering,0.0,high,0.640398816094,1,2.0
271,sales,0.0,low,0.828495420491,1,3.0
198,engineering,0.0,medium,0.282134077183,1,4.0
135,marketing,1.0,low,0.734445991267,1,4.0
203,engineering,0.0,low,0.938134350653,1,3.0
287,information_technology,0.0,low,0.534208188802,1,5.0
238,engineering,0.0,medium,0.820344466123,1,2.0
160,support,0.0,medium,0.78066811989,1,3.0
192,sales,0.0,low,0.812356586054,1,2.0
258,product,0.0,medium,0.692047182338,1,3.0
240,information_technology,0.0,medium,0.751948371783,1,4.0
138,sales,1.0,low,0.644223235839,1,2.0
188,sales,0.0,low,0.9054105853,1,2.0
289,support,0.0,medium,0.177665057968,0,5.0
197,sales,0.0,medium,0.941884497172,1,3.0
231,sales,0.0,low,0.194289584474,1,5.0
153,sales,1.0,low,0.44417000952,0,3.0
128,sales,0.0,medium,0.498347641445,0,3.0
149,administration,0.0,low,0.451831954865,0,3.0
185,sales,0.0,low,0.568078977354,1,2.0
229,engineering,0.0,medium,0.731081717935,1,3.0
128,engineering,0.0,low,0.414887724174,0,3.0
241,sales,0.0,high,0.595920716127,1,3.0
269,support,0.0,medium,0.788812376335,1,2.0
229,sales,0.0,low,0.110744049392,1,4.0
188,engineering,0.0,high,0.521734232,1,3.0
212,sales,0.0,low,0.808803770087,1,2.0
252,support,0.0,medium,0.783714977727,1,3.0
222,sales,0.0,low,0.947266481076,1,2.0
270,sales,0.0,low,0.881872307563,0,5.0
183,marketing,0.0,low,0.644169889117,1,3.0
163,marketing,0.0,medium,0.62182321333,1,4.0
207,sales,0.0,low,0.207366945375,1,5.0
234,sales,1.0,high,0.697381604958,1,3.0
121,sales,0.0,low,0.351328514436,1,2.0
131,engineering,1.0,low,0.270826972637,1,5.0
160,sales,0.0,low,0.407259340993,0,3.0
224,engineering,0.0,medium,0.833914798047,0,5.0
132,procurement,0.0,low,0.445788774149,0,3.0
139,sales,0.0,medium,0.60631512938,1,2.0
192,engineering,1.0,low,0.833812003691,1,3.0
167,information_technology,1.0,medium,0.956516833201,1,3.0
265,finance,0.0,low,0.548908318859,1,3.0
194,engineering,0.0,low,0.759352064236,1,4.0
207,marketing,0.0,medium,0.693813142043,1,3.0
262,engineering,1.0,low,0.0672992551918,0,5.0
181,product,1.0,medium,0.511395224583,1,3.0
134,support,0.0,medium,0.612973586985,1,3.0
129,information_technology,0.0,low,0.347964564827,0,3.0
220,engineering,0.0,low,0.738592455354,0,5.0
211,support,0.0,medium,0.765325192404,1,3.0
136,sales,0.0,low,0.954677252796,1,4.0
132,engineering,0.0,medium,0.374531038617,0,3.0
268,finance,1.0,medium,0.410271278048,1,4.0
156,sales,0.0,medium,0.962208333757,1,3.0
272,sales,0.0,low,0.839977628983,0,5.0
265,administration,0.0,low,0.509272071206,1,3.0
154,finance,0.0,medium,0.435522751335,0,3.0
186,support,1.0,medium,0.296412232556,1,4.0
129,support,0.0,medium,0.441719407143,0,3.0
155,sales,0.0,low,0.445411196705,0,3.0
129,support,0.0,low,0.440123424369,1,5.0
147,management,1.0,low,0.489455675292,0,3.0
159,sales,0.0,low,0.433555867794,0,3.0
161,information_technology,0.0,medium,0.559236788256,1,2.0
137,information_technology,0.0,medium,0.442070474341,0,3.0
204,marketing,0.0,medium,0.564413213518,1,2.0
257,marketing,0.0,low,0.854874525063,1,2.0
178,sales,0.0,low,0.327027198377,1,3.0
239,support,0.0,low,0.913425234977,1,3.0
267,support,0.0,low,0.789816233243,0,5.0
148,administration,0.0,medium,0.814206237503,1,3.0
139,support,0.0,high,0.19854463628,0,4.0
151,engineering,0.0,low,0.358688143909,0,4.0
198,engineering,0.0,medium,0.327954965918,1,4.0
263,support,1.0,medium,0.932798296428,1,3.0
272,sales,0.0,low,0.299793504704,1,2.0
265,information_technology,0.0,medium,0.556060518858,1,3.0
220,sales,0.0,low,0.704924400191,1,3.0
250,marketing,0.0,medium,0.815233737977,1,2.0
140,support,0.0,low,0.390742693491,0,3.0
209,support,1.0,low,0.958934977665,1,2.0
186,sales,0.0,medium,0.712036819159,1,2.0
263,marketing,0.0,medium,0.345651998642,1,3.0
172,sales,0.0,low,0.29415106539,0,2.0
233,support,0.0,low,0.629526156365,1,3.0
203,finance,0.0,high,0.889926517613,1,3.0
198,management,0.0,medium,0.540863181549,1,2.0
266,sales,0.0,high,0.731532980992,1,3.0
252,engineering,1.0,medium,0.728960284097,1,2.0
141,sales,1.0,low,0.423381242195,0,3.0
161,information_technology,0.0,medium,0.25266019493,1,5.0
118,support,0.0,low,0.880059476552,1,3.0
264,engineering,0.0,medium,0.834178485287,1,3.0
130,engineering,0.0,low,0.388936249382,0,3.0
241,engineering,1.0,low,0.550338350713,1,3.0
185,finance,0.0,medium,0.71035392892,1,4.0
231,marketing,0.0,medium,0.993827688372,1,2.0
245,engineering,0.0,low,0.481629751277,1,2.0
218,support,0.0,medium,0.784948748667,1,2.0
277,information_technology,0.0,medium,0.75536982548,0,3.0
182,sales,0.0,low,1.0,1,4.0
158,sales,0.0,low,0.39398947942,0,3.0
269,engineering,0.0,medium,0.568072659317,1,2.0
212,support,0.0,low,0.909445527445,1,3.0
166,finance,0.0,medium,0.991939160958,1,2.0
252,sales,0.0,low,0.895507009426,1,2.0
175,engineering,0.0,low,0.685264500606,1,4.0
224,sales,0.0,low,0.801603521466,1,3.0
141,engineering,0.0,medium,0.652288625101,1,3.0
150,finance,0.0,medium,0.704017820423,1,2.0
226,sales,0.0,medium,0.692763621027,1,4.0
156,sales,0.0,high,0.888119451901,1,4.0
157,engineering,0.0,medium,0.985182807005,1,3.0
280,information_technology,0.0,low,0.21976993871,1,4.0
240,sales,0.0,medium,0.707250234995,1,2.0
225,sales,0.0,high,0.881812728433,1,4.0
242,sales,0.0,medium,0.825347734956,1,3.0
151,administration,1.0,low,0.81071342626,1,3.0
212,sales,0.0,low,0.966334870944,1,3.0
231,sales,0.0,low,0.255404870986,1,4.0
252,engineering,0.0,medium,0.726406091806,1,3.0
234,support,0.0,medium,0.927016975031,1,2.0
220,management,1.0,high,0.585283570661,1,3.0
285,support,0.0,medium,0.821812806631,1,2.0
210,engineering,0.0,medium,0.541301166152,1,5.0
265,engineering,0.0,medium,0.633758892793,1,4.0
179,support,0.0,low,0.358591772074,1,5.0
253,sales,0.0,medium,0.841573521744,1,2.0
260,sales,1.0,low,0.680816423649,1,2.0
128,management,0.0,low,0.358375989388,0,3.0
135,finance,0.0,medium,0.562978305234,1,3.0
228,support,1.0,low,0.908655138227,0,5.0
153,sales,1.0,low,0.639945044038,1,3.0
157,sales,0.0,low,0.328296701973,0,3.0
261,information_technology,0.0,medium,0.641698315299,1,2.0
183,sales,0.0,low,0.491071350655,1,3.0
152,product,0.0,medium,0.500259331814,0,3.0
291,product,0.0,low,0.0668486166213,0,4.0
139,information_technology,0.0,medium,1.0,1,2.0
139,information_technology,1.0,low,0.728042269217,1,3.0
141,sales,0.0,low,0.85473409755,1,3.0
225,engineering,0.0,low,0.607497865782,1,4.0
241,finance,0.0,medium,0.673054984939,1,4.0
238,management,1.0,low,0.865159534196,1,3.0
158,engineering,0.0,low,0.773133821022,1,2.0
204,finance,1.0,low,0.258896490893,0,4.0
155,support,0.0,medium,0.600471560471,1,3.0
106,finance,0.0,low,0.568422231541,1,2.0
240,support,0.0,medium,0.528644856261,1,3.0
189,marketing,0.0,medium,0.218737624415,1,4.0
129,information_technology,0.0,medium,0.356475624277,0,3.0
141,sales,0.0,low,0.930115130049,1,3.0
188,support,1.0,medium,0.964416801364,1,3.0
150,product,0.0,low,0.723210966881,1,2.0
146,support,0.0,low,0.761153325259,1,3.0
261,sales,0.0,high,0.762597293901,1,3.0
255,engineering,0.0,low,0.693183067164,0,3.0
182,engineering,0.0,medium,0.753154881614,1,2.0
193,engineering,0.0,low,0.237438065635,1,2.0
215,sales,0.0,medium,0.835060684466,1,5.0
261,sales,0.0,low,0.802307348419,0,5.0
265,product,0.0,medium,0.896606449497,1,3.0
220,sales,1.0,medium,0.647585757651,1,3.0
174,sales,1.0,medium,0.543303928228,1,3.0
155,sales,0.0,low,0.983792301244,1,3.0
211,product,0.0,low,0.883764843301,1,2.0
278,information_technology,0.0,medium,0.16477188152,0,4.0
210,support,0.0,low,0.999704168866,1,2.0
131,product,0.0,medium,0.352268930914,0,3.0
128,sales,0.0,low,0.404639982416,0,3.0
139,support,0.0,medium,1.0,1,3.0
309,support,0.0,low,0.0536461667599,0,4.0
201,sales,1.0,medium,0.921800048311,1,2.0
253,sales,0.0,low,0.658839774438,0,3.0
260,product,0.0,medium,0.906327973324,1,3.0
143,support,0.0,low,0.992910230543,1,3.0
140,support,0.0,high,0.476181754796,1,3.0
160,finance,0.0,low,0.418741311669,0,3.0
157,finance,0.0,low,0.64809009821,1,2.0
145,management,0.0,low,0.208233672194,1,3.0
255,information_technology,0.0,medium,0.58913949002,1,2.0
153,finance,0.0,low,0.356232031039,0,3.0
309,engineering,0.0,low,0.123986731512,0,4.0
145,information_technology,0.0,low,0.336690256687,0,3.0
150,finance,0.0,high,0.876746677668,1,3.0
280,product,0.0,medium,0.061677663082,0,4.0
255,product,1.0,medium,0.212539201582,1,3.0
248,sales,0.0,low,0.980276925295,1,2.0
254,support,0.0,low,0.673960675261,1,2.0
209,product,0.0,high,0.930120036671,1,2.0
196,administration,0.0,low,0.809831137064,1,3.0
290,support,0.0,low,0.0666138708532,0,4.0
161,engineering,0.0,high,0.629335251647,0,5.0
156,engineering,0.0,low,0.494285222362,0,3.0
174,sales,0.0,medium,0.864916552939,1,3.0
259,support,0.0,medium,0.665207240174,1,3.0
124,sales,0.0,low,0.267521888703,1,3.0
160,support,0.0,medium,0.41645411992,0,3.0
284,sales,0.0,medium,0.112887316419,0,4.0
151,support,1.0,low,0.16377484022,1,3.0
192,support,0.0,medium,0.7365560306,1,3.0
148,support,0.0,low,0.409326191112,0,3.0
158,procurement,0.0,medium,0.792824801313,1,3.0
202,engineering,0.0,medium,0.594358449272,1,3.0
245,sales,0.0,low,0.868776851473,1,2.0
264,support,0.0,low,0.699239896039,1,3.0
204,support,0.0,low,0.74660794754,1,2.0
215,sales,0.0,low,0.658415207598,1,3.0
190,administration,0.0,low,0.887185784972,1,3.0
252,sales,0.0,low,0.709158354624,1,2.0
127,management,0.0,medium,0.438003705933,0,3.0
255,support,0.0,low,0.15051907103,0,4.0
144,engineering,0.0,low,0.537567340528,1,4.0
249,engineering,0.0,high,0.537554954805,1,3.0
256,support,0.0,low,0.152973707126,0,4.0
170,engineering,0.0,low,0.932131636928,1,3.0
264,engineering,1.0,medium,0.780297629584,1,3.0
287,engineering,0.0,low,0.0898496763533,0,4.0
224,engineering,0.0,medium,0.893799094828,1,3.0
158,engineering,0.0,medium,0.955494966861,1,4.0
184,product,1.0,medium,0.961012665028,1,2.0
254,sales,1.0,medium,0.167459220821,0,4.0
129,management,0.0,low,0.488907136351,0,3.0
225,engineering,0.0,low,0.714603025913,1,4.0
226,finance,1.0,low,0.256620116458,1,4.0
190,sales,0.0,medium,0.663720709751,1,2.0
143,support,0.0,low,0.955916227127,1,3.0
270,engineering,1.0,high,1.0,1,4.0
198,procurement,0.0,medium,0.434208786951,1,5.0
261,sales,0.0,medium,0.970078583329,1,4.0
221,engineering,0.0,low,1.0,1,3.0
125,procurement,0.0,low,0.837237032127,1,4.0
237,engineering,1.0,low,0.439205829524,1,3.0
197,product,0.0,medium,0.557427094861,1,3.0
247,finance,0.0,high,0.673477243451,1,4.0
136,sales,0.0,medium,0.454701804994,0,3.0
148,support,0.0,low,0.431430661271,0,3.0
158,information_technology,0.0,low,0.549955843528,1,2.0
253,product,1.0,low,0.128262149307,1,5.0
250,engineering,0.0,low,0.913673802582,1,3.0
223,sales,0.0,low,1.0,1,2.0
167,engineering,0.0,low,0.629819181995,1,2.0
190,support,0.0,low,0.478013054727,1,4.0
251,information_technology,0.0,low,0.578012505523,1,2.0
151,support,1.0,low,0.243119184094,1,3.0
230,administration,0.0,medium,0.80353739796,1,3.0
186,sales,0.0,medium,0.604182177314,1,3.0
267,information_technology,0.0,medium,0.507437081005,1,3.0
234,support,0.0,low,0.73117820075,1,3.0
264,finance,0.0,high,0.692998085837,1,3.0
136,management,0.0,low,0.419350329123,0,3.0
132,support,0.0,medium,0.382358164986,1,2.0
286,sales,0.0,low,0.109763160097,0,4.0
155,engineering,0.0,medium,0.436849484285,0,3.0
139,management,0.0,high,0.578241983318,1,4.0
163,sales,0.0,medium,0.589900050852,1,3.0
162,marketing,0.0,high,0.725700733026,1,3.0
212,information_technology,0.0,medium,0.895936812341,1,4.0
193,engineering,0.0,medium,0.271588446879,1,4.0
129,marketing,0.0,high,0.479842419035,0,3.0
256,product,0.0,high,0.434329668619,1,4.0
247,sales,0.0,low,0.846305960194,1,3.0
211,sales,0.0,medium,0.65750055492,1,3.0
231,information_technology,0.0,medium,0.857553813417,1,3.0
153,product,0.0,low,0.335857861983,0,3.0
252,support,0.0,medium,0.88530377954,1,2.0
240,finance,0.0,low,1.0,1,4.0
148,sales,0.0,low,0.985029427469,1,4.0
213,information_technology,1.0,medium,0.676006133607,1,3.0
198,marketing,0.0,low,0.754252628366,1,2.0
150,support,0.0,low,0.450502699809,0,3.0
156,sales,0.0,medium,0.422215622811,0,3.0
163,engineering,0.0,low,0.482940561971,1,2.0
261,engineering,0.0,medium,0.80682504588,0,5.0
195,sales,0.0,low,0.871241116309,1,3.0
149,marketing,1.0,medium,0.676609210251,1,3.0
240,information_technology,0.0,low,0.560037266893,1,3.0
234,support,0.0,low,0.551152427187,1,3.0
220,engineering,1.0,high,0.898126128218,1,3.0
136,support,0.0,medium,0.351784031918,0,3.0
138,engineering,1.0,low,0.916486401046,1,4.0
215,sales,0.0,low,0.621049266774,1,2.0
258,sales,0.0,medium,0.460338502052,1,3.0
145,sales,0.0,medium,0.643875954121,1,3.0
185,sales,0.0,low,0.475767005679,1,3.0
245,sales,0.0,low,0.722275228431,1,2.0
143,support,1.0,low,0.754567586667,1,4.0
142,product,0.0,medium,0.34975796428,0,3.0
251,marketing,0.0,medium,0.82931737742,0,5.0
264,engineering,0.0,medium,0.743030116044,0,5.0
170,sales,0.0,low,0.841173843259,1,3.0
155,engineering,1.0,medium,0.447174570199,1,2.0
169,support,0.0,medium,0.199776867055,1,4.0
